Tag #,COMMON NAME,BOTANICAL NAME,Latitude,Longitude,Height,Diameter,Crown height,Crown Spread,Last Update,Contributors,Notes,Last Inspection,Health,Expert Notes
533,Coast Live Oak,Quercus agrifolia,37.31662024,-122.0469023,16'-30',"1""-6""",,,,,,04/04/2022,60% - Fair,Crown Raise
534,Coast Live Oak,Quercus agrifolia,37.31658889,-122.0468728,16'-30',"13""-18""",,,,,,04/04/2022,60% - Fair,Crown Raise
535,Deodar Cedar,Cedrus deodara,37.31667134,-122.0469219,46'-60',"32""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
536,Coast Live Oak,Quercus agrifolia,37.31669756,-122.0469692,16'-30',"1""-6""",,,,,,04/04/2022,60% - Fair,Crown Raise
537,Coast Live Oak,Quercus agrifolia,37.31675999,-122.0469541,16'-30',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
538,Deodar Cedar,Cedrus deodara,37.31672263,-122.0469299,46'-60',"22""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
539,Deodar Cedar,Cedrus deodara,37.3168486,-122.0470262,46'-60',"20""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
540,Coast Live Oak,Quercus agrifolia,37.31688232,-122.0470311,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
541,Coast Live Oak,Quercus agrifolia,37.31692052,-122.047041,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
542,Coast Live Oak,Quercus agrifolia,37.31693109,-122.0470572,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
543,Deodar Cedar,Cedrus deodara,37.31695367,-122.0470855,46'-60',"34""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
544,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31699846,-122.0470737,31'-45',"10""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  Crown Raise
545,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31701941,-122.0471266,31'-45',"16""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  Crown Raise
546,Deodar Cedar,Cedrus deodara,37.31706602,-122.0471793,46'-60',"17""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
547,Deodar Cedar,Cedrus deodara,37.31710321,-122.0471737,46'-60',"30""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
548,Deodar Cedar,Cedrus deodara,37.31717291,-122.0472175,46'-60',"20""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
549,Plum Tree,Prunus domestica,37.3171037,-122.0472186,1'-15',"1""-6""",,,,,,04/04/2022,20% - Critical,Removal
550,Coast Live Oak,Quercus agrifolia,37.31718017,-122.0472582,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
551,Coast Live Oak,Quercus agrifolia,37.31721235,-122.0472766,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
552,Deodar Cedar,Cedrus deodara,37.31729404,-122.0472678,46'-60',"35""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
554,Deodar Cedar,Cedrus deodara,37.31735744,-122.047304,46'-60',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
555,Deodar Cedar,Cedrus deodara,37.31742804,-122.0473217,46'-60',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
556,Deodar Cedar,Cedrus deodara,37.31751799,-122.0473793,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  remove lower limb"
557,Deodar Cedar,Cedrus deodara,37.31755791,-122.0473958,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
558,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31761348,-122.047425,31'-45',"10""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  Crown Raise
559,Deodar Cedar,Cedrus deodara,37.31767273,-122.0474407,46'-60',"20""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
560,Deodar Cedar,Cedrus deodara,37.31774241,-122.0475034,46'-60',"19""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
561,Deodar Cedar,Cedrus deodara,37.31779347,-122.0475217,46'-60',"19""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
562,Deodar Cedar,Cedrus deodara,37.31785259,-122.0475345,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  Remove Codominant Leader"
563,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31792746,-122.0475702,31'-45',"11""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  Crown Raise
564,Coast Live Oak,Quercus agrifolia,37.31794518,-122.0476034,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal/Grind
565,Deodar Cedar,Cedrus deodara,37.31797444,-122.0475955,46'-60',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
566,Deodar Cedar,Cedrus deodara,37.31803839,-122.0476278,46'-60',"19""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
567,Deodar Cedar,Cedrus deodara,37.3181233,-122.0476877,46'-60',"17""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
568,Coast Live Oak,Quercus agrifolia,37.31814274,-122.0476896,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
569,Coast Live Oak,Quercus agrifolia,37.31814624,-122.0476931,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Removal
570,Deodar Cedar,Cedrus deodara,37.31818834,-122.0477043,46'-60',"22""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  remove lower limb"
571,Deodar Cedar,Cedrus deodara,37.31832052,-122.0477887,46'-60',"35""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  remove lower limb"
572,Coast Live Oak,Quercus agrifolia,37.31825232,-122.0477333,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
573,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.3184829,-122.0478562,31'-45',"28""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  Crown Raise
574,Deodar Cedar,Cedrus deodara,37.31854127,-122.0478759,46'-60',"20""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  Remove lower limbs"
575,Deodar Cedar,Cedrus deodara,37.31860803,-122.0479038,46'-60',"43""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
576,Deodar Cedar,Cedrus deodara,37.31884121,-122.0479988,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
577,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31888491,-122.0480275,31'-45',"13""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  Crown Raise
578,Deodar Cedar,Cedrus deodara,37.31892899,-122.0480548,46'-60',"21""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
579,Deodar Cedar,Cedrus deodara,37.31904138,-122.048125,46'-60',"25""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
580,American Sycamore,Platanus occidentalis,37.32231644,-122.0446779,16'-30',"11""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
581,American Sycamore,Platanus occidentalis,37.32224047,-122.0446777,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
582,American Sycamore,Platanus occidentalis,37.3,-122.0,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
583,American Sycamore,Platanus occidentalis,37,-122,16'-30',"8""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
584,American Sycamore,Platanus occidentalis,37.3219713,-122.0446713,16'-30',"8""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
585,American Sycamore,Platanus occidentalis,37.32203996,-122.0443981,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
586,American Sycamore,Platanus occidentalis,37.32210647,-122.0444433,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
587,American Sycamore,Platanus occidentalis,37.32216849,-122.0444254,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
588,American Sycamore,Platanus occidentalis,37.32223046,-122.0444129,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
589,American Sycamore,Platanus occidentalis,37.32229156,-122.0444192,16'-30',"8""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
590,American Sycamore,Platanus occidentalis,37.32203456,-122.0442045,16'-30',"5""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
591,American Sycamore,Platanus occidentalis,37.32208365,-122.0441427,16'-30',"5""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
592,American Sycamore,Platanus occidentalis,37.32211096,-122.0441865,16'-30',"8""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
593,American Sycamore,Platanus occidentalis,37.32219024,-122.044169,16'-30',"7""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
594,American Sycamore,Platanus occidentalis,37.32225259,-122.0441701,16'-30',"5""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
595,American Sycamore,Platanus occidentalis,37.32231256,-122.0441607,16'-30',"6""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
596,American Sycamore,Platanus occidentalis,37.32236776,-122.0441619,16'-30',"8""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
597,American Sycamore,Platanus occidentalis,37.322114,-122.0440015,16'-30',"5""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
598,American Sycamore,Platanus occidentalis,37.32212384,-122.0439034,16'-30',"5""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
599,American Sycamore,Platanus occidentalis,37.32213145,-122.0437763,16'-30',"4""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
600,American Sycamore,Platanus occidentalis,37.32212433,-122.043699,16'-30',"5""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
601,American Sycamore,Platanus occidentalis,37.32212673,-122.0435479,16'-30',"4""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
602,Tristania,Tristania conferta,37.3221329,-122.0434626,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
603,Tristania,Tristania conferta,37.32218205,-122.043489,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
604,Tristania,Tristania conferta,37.32227139,-122.0434906,1'-15',"6""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
605,Tristania,Tristania conferta,37.32233393,-122.0435087,1'-15',"5""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
606,Tristania,Tristania conferta,37.32238141,-122.0433728,16'-30',"5""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
607,Tristania,Tristania conferta,37.32237159,-122.0433091,16'-30',"8""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
608,Tristania,Tristania conferta,37.32236748,-122.0431871,16'-30',"6""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
609,Tristania,Tristania conferta,37.32237045,-122.0431096,16'-30',"5""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
610,Tristania,Tristania conferta,37.32237209,-122.0429841,16'-30',"3""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
611,Tristania,Tristania conferta,37.32237413,-122.0429021,16'-30',"6""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
612,Tristania,Tristania conferta,37.32238213,-122.0427717,16'-30',"5""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
613,Tristania,Tristania conferta,37.32237718,-122.0426881,16'-30',"4""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
614,Tristania,Tristania conferta,37.32235805,-122.0424648,16'-30',"7""",,,,,,07/01/2022,60% - Fair,Structural pruning and clearance
615,Tristania,Tristania conferta,37.32182975,-122.0420499,1'-15',"6""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
616,Tristania,Tristania conferta,37.32182581,-122.0421246,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
617,Tristania,Tristania conferta,37.32182709,-122.0422446,1'-15',"3""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
618,Tristania,Tristania conferta,37.32182362,-122.0423283,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
619,Tristania,Tristania conferta,37.32182256,-122.0424718,1'-15',"5""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
620,Tristania,Tristania conferta,37.32181731,-122.042535,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
621,Tristania,Tristania conferta,37.32182275,-122.0426648,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
622,Tristania,Tristania conferta,37.32181128,-122.0427455,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
623,Tristania,Tristania conferta,37.3218233,-122.0428799,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
624,Tristania,Tristania conferta,37.32182136,-122.0429657,1'-15',"5""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
625,Tristania,Tristania conferta,37.3,-122.0,1'-15',"6""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
626,Tristania,Tristania conferta,37.3218041,-122.0431401,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
627,Tristania,Tristania conferta,37.32181094,-122.0433016,16'-30',"5""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
628,Tristania,Tristania conferta,37.32181289,-122.0433818,1'-15',"4""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
629,Tristania,Tristania conferta,37.32196329,-122.043508,16'-30',"7""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
630,Tristania,Tristania conferta,37.32192144,-122.0435095,16'-30',"9""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
631,Tristania,Tristania conferta,37.32188181,-122.0435115,16'-30',"6""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
632,Tristania,Tristania conferta,37.32184197,-122.04351,16'-30',"9""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
633,Tristania,Tristania conferta,37.32158852,-122.043498,16'-30',"6""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
634,Tristania,Tristania conferta,37.32155229,-122.0434899,16'-30',"5""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
635,Tristania,Tristania conferta,37.32147568,-122.0434941,16'-30',"5""",,,,,,04/04/2022,60% - Fair,Structural pruning and clearance
636,Chinese Elm,Ulmus parvifolia,37.32120217,-122.0420026,16'-30',"10""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
637,Chinese Elm,Ulmus parvifolia,37.32117498,-122.0421007,16'-30',"9""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
638,Chinese Elm,Ulmus parvifolia,37.32117497,-122.042202,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
639,Chinese Elm,Ulmus parvifolia,37.32117706,-122.0423008,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance  /  remove wire chocking the tree"
640,Chinese Elm,Ulmus parvifolia,37.32117134,-122.0424768,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
641,Chinese Elm,Ulmus parvifolia,37.32115631,-122.0425581,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance  /  remove wire chocking the tree"
642,Chinese Elm,Ulmus parvifolia,37.32116237,-122.0426726,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance  /  remove wire chocking the tree"
643,Chinese Elm,Ulmus parvifolia,37.32116397,-122.042749,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
644,Chinese Elm,Ulmus parvifolia,37.32114823,-122.0428733,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
645,Chinese Elm,Ulmus parvifolia,37.32115289,-122.0429598,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
646,Chinese Elm,Ulmus parvifolia,37.32110549,-122.0431687,16'-30',"9""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
647,Chinese Elm,Ulmus parvifolia,37.32104877,-122.0433633,16'-30',"6""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
648,Chinese Elm,Ulmus parvifolia,37.32101839,-122.043471,16'-30',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
649,Chinese Elm,Ulmus parvifolia,37.32099419,-122.0433219,16'-30',"9""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
650,Chinese Elm,Ulmus parvifolia,37.32099293,-122.0432519,16'-30',,,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
651,Chinese Elm,Ulmus parvifolia,37.32111723,-122.0431048,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance  /  remove wire chocking the tree"
652,Chinese Elm,Ulmus parvifolia,37.32102786,-122.0431187,1'-15',"4""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
653,Chinese Elm,Ulmus parvifolia,37.32103164,-122.0430406,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
654,Chinese Elm,Ulmus parvifolia,37.32107663,-122.0433051,1'-15',"3""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
655,Chinese Elm,Ulmus parvifolia,37.32104239,-122.0429056,1'-15',"4""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
656,Chinese Elm,Ulmus parvifolia,37.32105355,-122.0428574,1'-15',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
657,Chinese Elm,Ulmus parvifolia,37.32106913,-122.0427273,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
658,Chinese Elm,Ulmus parvifolia,37.32107454,-122.0426755,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
659,Chinese Elm,Ulmus parvifolia,37.32108266,-122.0425553,1'-15',"6""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
660,Chinese Elm,Ulmus parvifolia,37.32108802,-122.0424882,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
661,Chinese Elm,Ulmus parvifolia,37.32109681,-122.0423426,1'-15',"4""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
662,Chinese Elm,Ulmus parvifolia,37.32110005,-122.0422879,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
663,Chinese Elm,Ulmus parvifolia,37.32108512,-122.0421774,1'-15',"5""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
664,Chinese Elm,Ulmus parvifolia,37.32109473,-122.0421113,1'-15',"6""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
665,Chinese Pistache,Pistacia chinensis,37.31955889,-122.0435386,31'-45',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance pruning"
666,Chinese Elm,Ulmus parvifolia,37.31956572,-122.0432995,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
667,Chinese Elm,Ulmus parvifolia,37.31956655,-122.0432286,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
668,Chinese Elm,Ulmus parvifolia,37.31954796,-122.0431236,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
669,Chinese Elm,Ulmus parvifolia,37.31953684,-122.0430593,16'-30',"6""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
670,Chinese Elm,Ulmus parvifolia,37.31957229,-122.0429178,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
671,Chinese Elm,Ulmus parvifolia,37.31954587,-122.0428543,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
672,Chinese Elm,Ulmus parvifolia,37.31969909,-122.042537,16'-30',"9""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
673,Chinese Elm,Ulmus parvifolia,37.3197201,-122.0424733,16'-30',"10""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
674,Crapemyrtle,Lagerstroemia indica,37.31950274,-122.0427275,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
675,Crapemyrtle,Lagerstroemia indica,37.31951143,-122.042663,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
676,Crapemyrtle,Lagerstroemia indica,37.31951091,-122.0426044,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
677,Crapemyrtle,Lagerstroemia indica,37.31951365,-122.0425581,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
678,Crapemyrtle,Lagerstroemia indica,37.31950933,-122.0425108,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
679,Crapemyrtle,Lagerstroemia indica,37.31950757,-122.0424666,1'-15',"7""-12""",,,,,,04/04/2022,60% - Fair,Structural pruning
680,Crapemyrtle,Lagerstroemia indica,37.31956907,-122.0427128,1'-15',"7""-12""",,,,,,04/04/2022,60% - Fair,Structural pruning
681,Crapemyrtle,Lagerstroemia indica,37.31956616,-122.0426598,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
682,Crapemyrtle,Lagerstroemia indica,37.31957288,-122.0426109,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
683,Crapemyrtle,Lagerstroemia indica,37.31956505,-122.0425643,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
684,Crapemyrtle,Lagerstroemia indica,37.31957589,-122.0425217,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
685,Crapemyrtle,Lagerstroemia indica,37.31958212,-122.0424735,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
686,Crapemyrtle,Lagerstroemia indica,37.31965628,-122.0423815,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
687,Crapemyrtle,Lagerstroemia indica,37.31968266,-122.0423479,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
688,Crapemyrtle,Lagerstroemia indica,37.31971081,-122.0422831,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
689,Crapemyrtle,Lagerstroemia indica,37.31972974,-122.0422312,1'-15',"1""-6""",,,,,,04/04/2022,60% - Fair,Structural pruning
690,Coast Live Oak,Quercus agrifolia,37.31974262,-122.0421404,31'-45',"11""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance pruning"
691,Chinese Elm,Ulmus parvifolia,37.31987732,-122.0421225,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
692,Chinese Elm,Ulmus parvifolia,37.31996419,-122.0421009,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
693,Chinese Elm,Ulmus parvifolia,37.32002605,-122.0420942,16'-30',"10""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
694,Chinese Elm,Ulmus parvifolia,37.3201324,-122.0420951,16'-30',"8""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
695,Chinese Elm,Ulmus parvifolia,37.32020772,-122.0419685,16'-30',"7""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
696,Chinese Elm,Ulmus parvifolia,37.3204143,-122.0419818,16'-30',"6""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
697,Cork Oak,Quercus suber,37.32050766,-122.0418794,31'-45',"37""",,,,,,04/04/2022,60% - Fair,Crown Clean  /  End Weight Reduction
698,Deodar Cedar,Cedrus deodara,37.32069973,-122.0419024,46'-60',"22""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
699,Deodar Cedar,Cedrus deodara,37.32074495,-122.041883,46'-60',"15""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
700,Deodar Cedar,Cedrus deodara,37.32079116,-122.0418833,46'-60',"17""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
701,Deodar Cedar,Cedrus deodara,37.32083223,-122.0418844,46'-60',"13""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
702,Deodar Cedar,Cedrus deodara,37.32088054,-122.0418817,46'-60',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
703,Deodar Cedar,Cedrus deodara,37.32091789,-122.0419185,46'-60',"11""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
704,Deodar Cedar,Cedrus deodara,37.32094999,-122.0418614,46'-60',"15""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
705,Deodar Cedar,Cedrus deodara,37.32100307,-122.0419017,46'-60',"21""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
706,Acacia Species,Acacia spp.,37.32096626,-122.0419255,16'-30',"5""",,,,,,07/01/2022,60% - Fair,Removal
707,Chinese Elm,Ulmus parvifolia,37.32192722,-122.0418749,16'-30',"10""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
